dstv1.app	dstv1.country	dstv1.raw_devices	dstv1.raw_users	dstv1.raw_installs	dstv1.raw_uninstalls	dstv1.raw_updates	dstv1.raw_sessions	dstv1.raw_usage_time	dstv1.raw_sessions_squared	dstv1.raw_real_sessions_squared	dstv1.raw_usage_squared	dstv1.raw_is_installed	dstv1.raw_is_uninstalled	dstv1.raw_qualifying_as_active_users	dstv1.reach	dstv1.active_users	dstv1.sessions	dstv1.usage_time	dstv1.year	dstv1.month	dstv1.day
com.dstvmobile.app.adrifta.product	288	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	6.94777480662E-4	2.75705349469E-6	NULL	NULL	16	11	19
com.dstvmobile.app.adrifta.product	480	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.71213589322E-5	0.0	NULL	NULL	16	11	19
com.dstvmobile.app.adrifta.product	56	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.7282765894E-5	0.0	NULL	NULL	16	11	19
com.dstvmobile.app.adrifta.product	430	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.00250824891487	0.0	NULL	NULL	16	11	19
com.dstvmobile.app.adrifta.product	404	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67179240717E-4	0.0	NULL	NULL	16	11	19
com.dstvmobile.app.adrifta.product	784	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.12307977988E-5	0.0	NULL	NULL	16	11	19
com.dstvmobile.app.adrifta.product	710	178.0	3.0	2.0	0.0	0.0	5.0	35025.164	4.0	11.0	8.13219168956E8	2.0	0.0	109.0	7.7137924312E-4	2.21495733568E-5	3.69159555946E-5	0.258597479783	16	11	19
com.dstvmobile.app.adrifta.product	50	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.72601868149E-6	0.0	NULL	NULL	16	11	19
com.dstvmobile.app.adrifta.product	826	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.58513480418E-41	0.0	NULL	NULL	16	11	19
com.dstvmobile.app.adrifta.product	566	74.0	3.0	2.0	1.0	0.0	4.0	82.375	1.0	6.0	3062.199425	2.0	1.0	58.0	0.00197870118641	1.02417938246E-4	1.36557250994E-4	0.00281222588766	16	11	19
com.dstvmobile.app.adrifta.product	524	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.25704133891E-6	0.0	NULL	NULL	16	11	19
com.dstvmobile.app.adrifta.product	716	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.00475817444E-4	0.0	NULL	NULL	16	11	19
com.dstvmobile.app.adrifta.product	288	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.84889540052E-4	2.58527516486E-6	NULL	NULL	16	11	18
com.dstvmobile.app.adrifta.product	710	181.0	6.0	0.0	1.0	0.0	10.0	9582.019	6.0	20.0	3.71069076105E7	0.0	1.0	98.0	7.54778043915E-4	4.70063159447E-5	7.78961807083E-5	0.0746402683575	16	11	18
com.dstvmobile.app.adrifta.product	231	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.45769799015E-4	0.0	NULL	NULL	16	11	18
com.dstvmobile.app.adrifta.product	404	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.22545586244E-5	0.0	NULL	NULL	16	11	18
com.dstvmobile.app.adrifta.product	784	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.09898171631E-5	0.0	NULL	NULL	16	11	18
com.dstvmobile.app.adrifta.product	56	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.75912878952E-5	0.0	NULL	NULL	16	11	18
com.dstvmobile.app.adrifta.product	826	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.24022761172E-41	0.0	NULL	NULL	16	11	18
com.dstvmobile.app.adrifta.product	840	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.95684618457E-7	1.23553512183E-7	NULL	NULL	16	11	18
com.dstvmobile.app.adrifta.product	50	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.72890236223E-6	0.0	NULL	NULL	16	11	18
com.dstvmobile.app.adrifta.product	566	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0020857645508	3.42813294355E-6	NULL	NULL	16	11	18
com.dstvmobile.app.adrifta.product	276	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.42725385203E-6	0.0	NULL	NULL	16	11	18
com.dstvmobile.app.adrifta.product	716	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80562446052E-4	0.0	NULL	NULL	16	11	18
com.dstvmobile.app.adrifta.product	288	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	8.79435010104E-4	2.46340338965E-6	NULL	NULL	16	11	17
com.dstvmobile.app.adrifta.product	404	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.48717068264E-4	0.0	NULL	NULL	16	11	17
com.dstvmobile.app.adrifta.product	784	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.06948580106E-5	0.0	NULL	NULL	16	11	17
com.dstvmobile.app.adrifta.product	231	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.44070545431E-4	0.0	NULL	NULL	16	11	17
com.dstvmobile.app.adrifta.product	710	197.0	2.0	3.0	1.0	0.0	10.0	714.652	40.0	58.0	380988.519304	2.0	1.0	102.0	8.47128022468E-4	1.64360438705E-5	8.21802193526E-5	0.00587302581208	16	11	17
com.dstvmobile.app.adrifta.product	480	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.6836777158E-5	0.0	NULL	NULL	16	11	17
com.dstvmobile.app.adrifta.product	508	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.09972104914E-4	0.0	NULL	NULL	16	11	17
com.dstvmobile.app.adrifta.product	840	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.17524365398E-7	1.25282032054E-7	NULL	NULL	16	11	17
com.dstvmobile.app.adrifta.product	56	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.78482133708E-5	0.0	NULL	NULL	16	11	17
com.dstvmobile.app.adrifta.product	826	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.25850057948E-41	0.0	NULL	NULL	16	11	17
com.dstvmobile.app.adrifta.product	566	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.00217197082639	3.64527230104E-6	NULL	NULL	16	11	17
com.dstvmobile.app.adrifta.product	50	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.73120529418E-6	0.0	NULL	NULL	16	11	17
com.dstvmobile.app.adrifta.product	288	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	7.82755686546E-4	2.94269055092E-6	NULL	NULL	16	11	25
com.dstvmobile.app.adrifta.product	231	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.39720575467E-4	0.0	NULL	NULL	16	11	25
com.dstvmobile.app.adrifta.product	710	189.0	2.0	0.0	1.0	0.0	4.0	430.013	4.0	10.0	168509.880145	0.0	1.0	106.0	8.39776653747E-4	1.57459387686E-5	3.14918775372E-5	0.00338547918385	16	11	25
com.dstvmobile.app.adrifta.product	404	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.511822345E-4	0.0	NULL	NULL	16	11	25
com.dstvmobile.app.adrifta.product	784	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.08580116767E-5	0.0	NULL	NULL	16	11	25
com.dstvmobile.app.adrifta.product	840	2.0	1.0	0.0	0.0	0.0	3.0	3720.129	4.0	9.0	1.38393597766E7	0.0	0.0	1.0	5.31659429436E-7	2.31996841936E-7	6.95990525808E-7	8.63058179594E-4	16	11	25
com.dstvmobile.app.adrifta.product	56	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.90539873055E-5	0.0	NULL	NULL	16	11	25
com.dstvmobile.app.adrifta.product	752	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.50631957919E-5	0.0	NULL	NULL	16	11	25
com.dstvmobile.app.adrifta.product	826	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.99379097072E-40	0.0	NULL	NULL	16	11	25
com.dstvmobile.app.adrifta.product	430	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.00251418371292	0.0	NULL	NULL	16	11	25
com.dstvmobile.app.adrifta.product	566	72.0	1.0	0.0	0.0	0.0	1.0	284.044	0.0	1.0	80680.993936	0.0	0.0	48.0	0.00192834051981	3.98938480792E-5	3.98938480792E-5	0.0113316081838	16	11	25
com.dstvmobile.app.adrifta.product	524	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.29915878038E-6	0.0	NULL	NULL	16	11	25
com.dstvmobile.app.adrifta.product	710	204.0	1.0	0.0	2.0	0.0	1.0	260.926	0.0	1.0	68082.377476	0.0	2.0	120.0	9.2141491453E-4	7.78556610638E-6	7.78556610638E-6	0.00203145662187	16	11	16
com.dstvmobile.app.adrifta.product	288	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	9.69064442219E-4	2.92327131891E-6	NULL	NULL	16	11	16
com.dstvmobile.app.adrifta.product	231	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.49199373079E-4	0.0	NULL	NULL	16	11	16
com.dstvmobile.app.adrifta.product	56	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.71971711354E-5	0.0	NULL	NULL	16	11	16
com.dstvmobile.app.adrifta.product	404	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.14029780193E-4	0.0	NULL	NULL	16	11	16
com.dstvmobile.app.adrifta.product	430	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0024902684812	0.0	NULL	NULL	16	11	16
com.dstvmobile.app.adrifta.product	840	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.79114067174E-39	4.07077425396E-40	NULL	NULL	16	11	16
com.dstvmobile.app.adrifta.product	480	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.66886112735E-5	0.0	NULL	NULL	16	11	16
com.dstvmobile.app.adrifta.product	826	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.56968348321E-41	0.0	NULL	NULL	16	11	16
com.dstvmobile.app.adrifta.product	566	83.0	1.0	2.0	1.0	1.0	1.0	40.0	0.0	1.0	1600.0	2.0	1.0	58.0	0.00231471233657	4.05295839506E-5	4.05295839506E-5	0.00162118335802	16	11	16
com.dstvmobile.app.adrifta.product	50	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.75042418725E-6	0.0	NULL	NULL	16	11	16
com.dstvmobile.app.adrifta.product	288	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	7.02197259551E-4	2.39086571178E-6	NULL	NULL	16	11	26
com.dstvmobile.app.adrifta.product	231	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.56111546584E-4	0.0	NULL	NULL	16	11	26
com.dstvmobile.app.adrifta.product	56	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.87304904034E-5	0.0	NULL	NULL	16	11	26
com.dstvmobile.app.adrifta.product	404	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.40115047505E-5	0.0	NULL	NULL	16	11	26
com.dstvmobile.app.adrifta.product	784	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.10275139836E-5	0.0	NULL	NULL	16	11	26
com.dstvmobile.app.adrifta.product	752	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.56184184051E-5	0.0	NULL	NULL	16	11	26
com.dstvmobile.app.adrifta.product	826	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.63703808507E-40	0.0	NULL	NULL	16	11	26
com.dstvmobile.app.adrifta.product	710	171.0	4.0	1.0	1.0	0.0	9.0	2696.349	25.0	39.0	6027340.08655	1.0	1.0	98.0	7.1842750833E-4	2.91393566035E-5	6.2441478436E-5	0.0187071131044	16	11	26
com.dstvmobile.app.adrifta.product	840	2.0	1.0	0.0	0.0	0.0	7.0	14727.97	36.0	49.0	2.16913100321E8	0.0	0.0	1.0	7.33471667657E-7	3.33396212571E-7	2.333773488E-6	0.00491024941687	16	11	26
com.dstvmobile.app.adrifta.product	566	65.0	1.0	0.0	0.0	0.0	1.0	1183.506	0.0	1.0	1400686.45204	0.0	0.0	49.0	0.00171867097723	3.53488394977E-5	3.53488394977E-5	0.0418355636385	16	11	26
com.dstvmobile.app.adrifta.product	524	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.27570060949E-6	0.0	NULL	NULL	16	11	26
com.dstvmobile.app.adrifta.product	36	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.57641353285E-38	0.0	NULL	NULL	16	11	20
com.dstvmobile.app.adrifta.product	288	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	8.07927403013E-4	2.49591412732E-6	NULL	NULL	16	11	20
com.dstvmobile.app.adrifta.product	710	192.0	3.0	0.0	0.0	0.0	4.0	1459.603	1.0	6.0	1422188.44889	0.0	0.0	113.0	8.86296575213E-4	2.3252676355E-5	3.05606603523E-5	0.0111516078831	16	11	20
com.dstvmobile.app.adrifta.product	752	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.48960243002E-5	0.0	NULL	NULL	16	11	20
com.dstvmobile.app.adrifta.product	430	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.00245901452874	0.0	NULL	NULL	16	11	20
com.dstvmobile.app.adrifta.product	56	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.72256159801E-5	0.0	NULL	NULL	16	11	20
com.dstvmobile.app.adrifta.product	826	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.42865437859E-20	0.0	NULL	NULL	16	11	20
com.dstvmobile.app.adrifta.product	404	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.47605584946E-5	0.0	NULL	NULL	16	11	20
com.dstvmobile.app.adrifta.product	784	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.09541413453E-5	0.0	NULL	NULL	16	11	20
com.dstvmobile.app.adrifta.product	516	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.71172241511E-4	0.0	NULL	NULL	16	11	20
com.dstvmobile.app.adrifta.product	566	71.0	2.0	0.0	0.0	0.0	12.0	7248.608	52.0	74.0	3.25842218E7	0.0	0.0	50.0	0.00195380418784	7.59191603454E-5	4.55514962072E-4	0.275154116517	16	11	20
com.dstvmobile.app.adrifta.product	480	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.70841985666E-5	0.0	NULL	NULL	16	11	20
com.dstvmobile.app.adrifta.product	840	1.0	1.0	0.0	0.0	0.0	5.0	4930.169	16.0	25.0	2.43065663686E7	0.0	0.0	1.0	1.90103991011E-40	7.1817063271E-41	3.59085316355E-40	3.5407025901E-37	16	11	20
com.dstvmobile.app.adrifta.product	50	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.73738300047E-6	0.0	NULL	NULL	16	11	20
com.dstvmobile.app.adrifta.product	524	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.3109762693E-6	0.0	NULL	NULL	16	11	20
com.dstvmobile.app.adrifta.product	716	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.39508208445E-4	0.0	NULL	NULL	16	11	20
com.dstvmobile.app.adrifta.product	392	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.14667742848E-6	0.0	NULL	NULL	16	11	30
com.dstvmobile.app.adrifta.product	288	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	7.90171004641E-4	1.51373755678E-6	NULL	NULL	16	11	30
com.dstvmobile.app.adrifta.product	231	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.87715423922E-4	0.0	NULL	NULL	16	11	30
com.dstvmobile.app.adrifta.product	508	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.09663777384E-4	0.0	NULL	NULL	16	11	30
com.dstvmobile.app.adrifta.product	705	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22331431743E-4	0.0	NULL	NULL	16	11	30
com.dstvmobile.app.adrifta.product	710	188.0	3.0	0.0	1.0	0.0	5.0	650.041	2.0	9.0	259885.616825	0.0	1.0	105.0	7.1666130467E-4	2.01520717432E-5	3.39706352242E-5	0.00441646113836	16	11	30
com.dstvmobile.app.adrifta.product	752	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43857124143E-5	0.0	NULL	NULL	16	11	30
com.dstvmobile.app.adrifta.product	840	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.40439708414E-39	1.86794914954E-39	NULL	NULL	16	11	30
com.dstvmobile.app.adrifta.product	404	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.39303648006E-4	0.0	NULL	NULL	16	11	30
com.dstvmobile.app.adrifta.product	784	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.11389842878E-5	0.0	NULL	NULL	16	11	30
com.dstvmobile.app.adrifta.product	826	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	9.3047297715E-20	0.0	NULL	NULL	16	11	30
com.dstvmobile.app.adrifta.product	834	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28904431501E-4	0.0	NULL	NULL	16	11	30
com.dstvmobile.app.adrifta.product	50	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76842029206E-6	0.0	NULL	NULL	16	11	30
com.dstvmobile.app.adrifta.product	566	69.0	3.0	0.0	0.0	0.0	6.0	3982.438	5.0	14.0	8751314.66857	0.0	0.0	47.0	0.00182850444549	1.12429258334E-4	2.24858516669E-4	0.149247516901	16	11	30
com.dstvmobile.app.adrifta.product	524	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.22079457703E-6	0.0	NULL	NULL	16	11	30
com.dstvmobile.app.adrifta.product	716	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98038771662E-4	0.0	NULL	NULL	16	11	30
com.dstvmobile.app.adrifta.product	288	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.19591114225E-4	2.48846319073E-6	NULL	NULL	16	11	29
com.dstvmobile.app.adrifta.product	231	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.39099257341E-4	0.0	NULL	NULL	16	11	29
com.dstvmobile.app.adrifta.product	56	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.87175932065E-5	0.0	NULL	NULL	16	11	29
