countryname	country	mobile	domain	ga:month	ga:year	ga:devicecategory	ga:sessions	>100k
Spain	724	1	essie.es	1	2016	mobile	19851	0
Spain	724	1	essie.es	1	2017	mobile	25498	0
Spain	724	1	essie.es	2	2016	mobile	18124	0
Spain	724	1	essie.es	2	2017	mobile	23302	0
Spain	724	1	essie.es	3	2016	mobile	21666	0
Spain	724	1	essie.es	3	2017	mobile	26578	0
Spain	724	1	essie.es	4	2016	mobile	26603	0
Spain	724	1	essie.es	4	2017	mobile	24710	0
Spain	724	1	essie.es	5	2015	mobile	11857	0
Spain	724	1	essie.es	5	2016	mobile	21488	0
Spain	724	1	essie.es	5	2017	mobile	27014	0
Spain	724	1	essie.es	6	2015	mobile	12520	0
Spain	724	1	essie.es	6	2016	mobile	23070	0
Spain	724	1	essie.es	7	2015	mobile	12155	0
Spain	724	1	essie.es	7	2016	mobile	25037	0
Spain	724	1	essie.es	8	2015	mobile	12657	0
Spain	724	1	essie.es	8	2016	mobile	29191	0
Spain	724	1	essie.es	9	2015	mobile	11441	0
Spain	724	1	essie.es	9	2016	mobile	23773	0
Spain	724	1	essie.es	10	2015	mobile	21935	0
Spain	724	1	essie.es	10	2016	mobile	26255	0
Spain	724	1	essie.es	11	2015	mobile	32605	0
Spain	724	1	essie.es	11	2016	mobile	25609	0
Spain	724	1	essie.es	12	2015	mobile	24455	0
Spain	724	1	essie.es	12	2016	mobile	27322	0
Spain	724	1	garnier.es	1	2016	mobile	93638	0
Spain	724	1	garnier.es	1	2017	mobile	161836	1
Spain	724	1	garnier.es	2	2016	mobile	99943	0
Spain	724	1	garnier.es	2	2017	mobile	155394	1
Spain	724	1	garnier.es	3	2016	mobile	175331	1
Spain	724	1	garnier.es	3	2017	mobile	275840	1
Spain	724	1	garnier.es	4	2016	mobile	204667	1
Spain	724	1	garnier.es	4	2017	mobile	227644	1
Spain	724	1	garnier.es	5	2015	mobile	274164	1
Spain	724	1	garnier.es	5	2016	mobile	222383	1
Spain	724	1	garnier.es	5	2017	mobile	229366	1
Spain	724	1	garnier.es	6	2015	mobile	157264	1
Spain	724	1	garnier.es	6	2016	mobile	135967	1
Spain	724	1	garnier.es	7	2015	mobile	200902	1
Spain	724	1	garnier.es	7	2016	mobile	149600	1
Spain	724	1	garnier.es	8	2015	mobile	127922	1
Spain	724	1	garnier.es	8	2016	mobile	266987	1
Spain	724	1	garnier.es	9	2015	mobile	168189	1
Spain	724	1	garnier.es	9	2016	mobile	196066	1
Spain	724	1	garnier.es	10	2015	mobile	85241	0
Spain	724	1	garnier.es	10	2016	mobile	184267	1
Spain	724	1	garnier.es	11	2015	mobile	96499	0
Spain	724	1	garnier.es	11	2016	mobile	162342	1
Spain	724	1	garnier.es	12	2015	mobile	143324	1
Spain	724	1	garnier.es	12	2016	mobile	189250	1
Spain	724	1	kerastase.es	1	2017	mobile	35394	0
Spain	724	1	kerastase.es	2	2017	mobile	38853	0
Spain	724	1	kerastase.es	3	2017	mobile	37272	0
Spain	724	1	kerastase.es	4	2017	mobile	17933	0
Spain	724	1	kerastase.es	5	2015	mobile	28176	0
Spain	724	1	kerastase.es	5	2017	mobile	38491	0
Spain	724	1	kerastase.es	6	2015	mobile	32531	0
Spain	724	1	kerastase.es	7	2015	mobile	30335	0
Spain	724	1	kerastase.es	8	2015	mobile	31463	0
Spain	724	1	kerastase.es	9	2015	mobile	30266	0
Spain	724	1	kerastase.es	10	2015	mobile	36706	0
Spain	724	1	kerastase.es	11	2015	mobile	30553	0
Spain	724	1	kerastase.es	12	2015	mobile	30948	0
Spain	724	1	kiehls.es	1	2017	mobile	72297	0
Spain	724	1	kiehls.es	2	2017	mobile	69883	0
Spain	724	1	kiehls.es	3	2017	mobile	98441	0
Spain	724	1	kiehls.es	4	2017	mobile	93518	0
Spain	724	1	kiehls.es	5	2015	mobile	36009	0
Spain	724	1	kiehls.es	5	2017	mobile	70785	0
Spain	724	1	kiehls.es	6	2015	mobile	67795	0
Spain	724	1	kiehls.es	7	2015	mobile	43826	0
Spain	724	1	kiehls.es	8	2015	mobile	66267	0
Spain	724	1	kiehls.es	9	2015	mobile	66445	0
Spain	724	1	kiehls.es	10	2015	mobile	92159	0
Spain	724	1	kiehls.es	11	2015	mobile	63291	0
Spain	724	1	kiehls.es	12	2015	mobile	60420	0
Spain	724	1	laroche-posay.es	1	2017	mobile	225208	1
Spain	724	1	laroche-posay.es	2	2017	mobile	232190	1
Spain	724	1	laroche-posay.es	3	2017	mobile	229346	1
Spain	724	1	laroche-posay.es	4	2017	mobile	180693	1
Spain	724	1	laroche-posay.es	5	2015	mobile	141591	1
Spain	724	1	laroche-posay.es	5	2017	mobile	170376	1
Spain	724	1	laroche-posay.es	6	2015	mobile	129010	1
Spain	724	1	laroche-posay.es	7	2015	mobile	123085	1
Spain	724	1	laroche-posay.es	8	2015	mobile	122003	1
Spain	724	1	laroche-posay.es	9	2015	mobile	120782	1
Spain	724	1	laroche-posay.es	10	2015	mobile	176895	1
Spain	724	1	laroche-posay.es	11	2015	mobile	145455	1
Spain	724	1	laroche-posay.es	12	2015	mobile	145866	1
Spain	724	1	loreal-paris.es	1	2017	mobile	1034239	1
Spain	724	1	loreal-paris.es	2	2017	mobile	985600	1
Spain	724	1	loreal-paris.es	3	2017	mobile	971179	1
Spain	724	1	loreal-paris.es	4	2017	mobile	939283	1
Spain	724	1	loreal-paris.es	5	2017	mobile	832148	1
Spain	724	1	lorealprofessionnel.es	1	2017	mobile	64289	0
Spain	724	1	lorealprofessionnel.es	2	2017	mobile	70027	0
Spain	724	1	lorealprofessionnel.es	3	2017	mobile	97525	0
Spain	724	1	lorealprofessionnel.es	4	2017	mobile	91612	0
Spain	724	1	lorealprofessionnel.es	5	2017	mobile	100017	1
United Kingdom	826	1	armanibeauty.co.uk	1	2016	mobile	20681	0
United Kingdom	826	1	armanibeauty.co.uk	1	2017	mobile	78483	0
United Kingdom	826	1	armanibeauty.co.uk	2	2016	mobile	24520	0
United Kingdom	826	1	armanibeauty.co.uk	2	2017	mobile	65728	0
United Kingdom	826	1	armanibeauty.co.uk	3	2016	mobile	30100	0
United Kingdom	826	1	armanibeauty.co.uk	3	2017	mobile	91593	0
United Kingdom	826	1	armanibeauty.co.uk	4	2016	mobile	26459	0
United Kingdom	826	1	armanibeauty.co.uk	4	2017	mobile	38130	0
United Kingdom	826	1	armanibeauty.co.uk	5	2015	mobile	17008	0
United Kingdom	826	1	armanibeauty.co.uk	5	2016	mobile	2856	0
United Kingdom	826	1	armanibeauty.co.uk	5	2017	mobile	35434	0
United Kingdom	826	1	armanibeauty.co.uk	6	2015	mobile	17864	0
United Kingdom	826	1	armanibeauty.co.uk	6	2016	mobile	9328	0
United Kingdom	826	1	armanibeauty.co.uk	7	2015	mobile	27961	0
United Kingdom	826	1	armanibeauty.co.uk	7	2016	mobile	13573	0
United Kingdom	826	1	armanibeauty.co.uk	8	2015	mobile	19641	0
United Kingdom	826	1	armanibeauty.co.uk	8	2016	mobile	24221	0
United Kingdom	826	1	armanibeauty.co.uk	9	2015	mobile	18497	0
United Kingdom	826	1	armanibeauty.co.uk	9	2016	mobile	42744	0
United Kingdom	826	1	armanibeauty.co.uk	10	2015	mobile	18830	0
United Kingdom	826	1	armanibeauty.co.uk	10	2016	mobile	65802	0
United Kingdom	826	1	armanibeauty.co.uk	11	2015	mobile	29291	0
United Kingdom	826	1	armanibeauty.co.uk	11	2016	mobile	74096	0
United Kingdom	826	1	armanibeauty.co.uk	12	2015	mobile	30235	0
United Kingdom	826	1	armanibeauty.co.uk	12	2016	mobile	100481	1
United Kingdom	826	1	carita.co.uk	1	2016	mobile	1089	0
United Kingdom	826	1	carita.co.uk	1	2017	mobile	1630	0
United Kingdom	826	1	carita.co.uk	2	2016	mobile	1250	0
United Kingdom	826	1	carita.co.uk	2	2017	mobile	1572	0
United Kingdom	826	1	carita.co.uk	3	2016	mobile	1294	0
United Kingdom	826	1	carita.co.uk	3	2017	mobile	1639	0
United Kingdom	826	1	carita.co.uk	4	2016	mobile	1155	0
United Kingdom	826	1	carita.co.uk	4	2017	mobile	1496	0
United Kingdom	826	1	carita.co.uk	5	2015	mobile	1132	0
United Kingdom	826	1	carita.co.uk	5	2016	mobile	737	0
United Kingdom	826	1	carita.co.uk	5	2017	mobile	1322	0
United Kingdom	826	1	carita.co.uk	6	2015	mobile	951	0
United Kingdom	826	1	carita.co.uk	6	2016	mobile	759	0
United Kingdom	826	1	carita.co.uk	7	2015	mobile	1027	0
United Kingdom	826	1	carita.co.uk	7	2016	mobile	929	0
United Kingdom	826	1	carita.co.uk	8	2015	mobile	953	0
United Kingdom	826	1	carita.co.uk	8	2016	mobile	934	0
United Kingdom	826	1	carita.co.uk	9	2015	mobile	851	0
United Kingdom	826	1	carita.co.uk	9	2016	mobile	956	0
United Kingdom	826	1	carita.co.uk	10	2015	mobile	894	0
United Kingdom	826	1	carita.co.uk	10	2016	mobile	1289	0
United Kingdom	826	1	carita.co.uk	11	2015	mobile	937	0
United Kingdom	826	1	carita.co.uk	11	2016	mobile	1206	0
United Kingdom	826	1	carita.co.uk	12	2015	mobile	975	0
United Kingdom	826	1	carita.co.uk	12	2016	mobile	1186	0
United Kingdom	826	1	clarisonic.co.uk	1	2016	mobile	20311	0
United Kingdom	826	1	clarisonic.co.uk	1	2017	mobile	17842	0
United Kingdom	826	1	clarisonic.co.uk	2	2016	mobile	16980	0
United Kingdom	826	1	clarisonic.co.uk	2	2017	mobile	13458	0
United Kingdom	826	1	clarisonic.co.uk	3	2016	mobile	18904	0
United Kingdom	826	1	clarisonic.co.uk	3	2017	mobile	13941	0
United Kingdom	826	1	clarisonic.co.uk	4	2016	mobile	16322	0
United Kingdom	826	1	clarisonic.co.uk	4	2017	mobile	14339	0
United Kingdom	826	1	clarisonic.co.uk	5	2015	mobile	17368	0
United Kingdom	826	1	clarisonic.co.uk	5	2016	mobile	20274	0
United Kingdom	826	1	clarisonic.co.uk	5	2017	mobile	12732	0
United Kingdom	826	1	clarisonic.co.uk	6	2015	mobile	16075	0
United Kingdom	826	1	clarisonic.co.uk	6	2016	mobile	20157	0
United Kingdom	826	1	clarisonic.co.uk	7	2015	mobile	16409	0
United Kingdom	826	1	clarisonic.co.uk	7	2016	mobile	16621	0
United Kingdom	826	1	clarisonic.co.uk	8	2015	mobile	17935	0
United Kingdom	826	1	clarisonic.co.uk	8	2016	mobile	26945	0
United Kingdom	826	1	clarisonic.co.uk	9	2015	mobile	14613	0
United Kingdom	826	1	clarisonic.co.uk	9	2016	mobile	19897	0
United Kingdom	826	1	clarisonic.co.uk	10	2015	mobile	16628	0
United Kingdom	826	1	clarisonic.co.uk	10	2016	mobile	18333	0
United Kingdom	826	1	clarisonic.co.uk	11	2015	mobile	31992	0
United Kingdom	826	1	clarisonic.co.uk	11	2016	mobile	31644	0
United Kingdom	826	1	clarisonic.co.uk	12	2015	mobile	29277	0
United Kingdom	826	1	clarisonic.co.uk	12	2016	mobile	31062	0
United Kingdom	826	1	decleor.co.uk	1	2016	mobile	32134	0
United Kingdom	826	1	decleor.co.uk	1	2017	mobile	36197	0
United Kingdom	826	1	decleor.co.uk	2	2016	mobile	48154	0
United Kingdom	826	1	decleor.co.uk	2	2017	mobile	31003	0
United Kingdom	826	1	decleor.co.uk	3	2016	mobile	35964	0
United Kingdom	826	1	decleor.co.uk	3	2017	mobile	39524	0
United Kingdom	826	1	decleor.co.uk	4	2016	mobile	28009	0
United Kingdom	826	1	decleor.co.uk	4	2017	mobile	32372	0
United Kingdom	826	1	decleor.co.uk	5	2015	mobile	26792	0
United Kingdom	826	1	decleor.co.uk	5	2016	mobile	27604	0
United Kingdom	826	1	decleor.co.uk	5	2017	mobile	31999	0
United Kingdom	826	1	decleor.co.uk	6	2015	mobile	28855	0
United Kingdom	826	1	decleor.co.uk	6	2016	mobile	24738	0
United Kingdom	826	1	decleor.co.uk	7	2015	mobile	27818	0
United Kingdom	826	1	decleor.co.uk	7	2016	mobile	24229	0
United Kingdom	826	1	decleor.co.uk	8	2015	mobile	27120	0
United Kingdom	826	1	decleor.co.uk	8	2016	mobile	26922	0
United Kingdom	826	1	decleor.co.uk	9	2015	mobile	25812	0
United Kingdom	826	1	decleor.co.uk	9	2016	mobile	25375	0
United Kingdom	826	1	decleor.co.uk	10	2015	mobile	26983	0
United Kingdom	826	1	decleor.co.uk	10	2016	mobile	32584	0
United Kingdom	826	1	decleor.co.uk	11	2015	mobile	34752	0
United Kingdom	826	1	decleor.co.uk	11	2016	mobile	57638	0
United Kingdom	826	1	decleor.co.uk	12	2015	mobile	29899	0
United Kingdom	826	1	decleor.co.uk	12	2016	mobile	37416	0
United Kingdom	826	1	essie.co.uk	1	2016	mobile	13707	0
United Kingdom	826	1	essie.co.uk	1	2017	mobile	13431	0
United Kingdom	826	1	essie.co.uk	2	2016	mobile	11442	0
United Kingdom	826	1	essie.co.uk	2	2017	mobile	10628	0
United Kingdom	826	1	essie.co.uk	3	2016	mobile	12081	0
United Kingdom	826	1	essie.co.uk	3	2017	mobile	8812	0
United Kingdom	826	1	essie.co.uk	4	2016	mobile	15808	0
United Kingdom	826	1	essie.co.uk	4	2017	mobile	11679	0
United Kingdom	826	1	essie.co.uk	5	2015	mobile	18111	0
United Kingdom	826	1	essie.co.uk	5	2016	mobile	11149	0
United Kingdom	826	1	essie.co.uk	5	2017	mobile	13395	0
United Kingdom	826	1	essie.co.uk	6	2015	mobile	14833	0
United Kingdom	826	1	essie.co.uk	6	2016	mobile	6421	0
United Kingdom	826	1	essie.co.uk	7	2015	mobile	16049	0
United Kingdom	826	1	essie.co.uk	7	2016	mobile	9805	0
United Kingdom	826	1	essie.co.uk	8	2015	mobile	15004	0
United Kingdom	826	1	essie.co.uk	8	2016	mobile	14654	0
United Kingdom	826	1	essie.co.uk	9	2015	mobile	13462	0
United Kingdom	826	1	essie.co.uk	9	2016	mobile	9919	0
United Kingdom	826	1	essie.co.uk	10	2015	mobile	13041	0
United Kingdom	826	1	essie.co.uk	10	2016	mobile	12171	0
United Kingdom	826	1	essie.co.uk	11	2015	mobile	11996	0
United Kingdom	826	1	essie.co.uk	11	2016	mobile	11226	0
United Kingdom	826	1	essie.co.uk	12	2015	mobile	11444	0
United Kingdom	826	1	essie.co.uk	12	2016	mobile	14622	0
United Kingdom	826	1	garnier.co.uk	1	2016	mobile	104394	1
United Kingdom	826	1	garnier.co.uk	1	2017	mobile	132753	1
United Kingdom	826	1	garnier.co.uk	2	2016	mobile	145826	1
United Kingdom	826	1	garnier.co.uk	2	2017	mobile	192466	1
United Kingdom	826	1	garnier.co.uk	3	2016	mobile	108798	1
United Kingdom	826	1	garnier.co.uk	3	2017	mobile	222310	1
United Kingdom	826	1	garnier.co.uk	4	2016	mobile	139928	1
United Kingdom	826	1	garnier.co.uk	4	2017	mobile	201473	1
United Kingdom	826	1	garnier.co.uk	5	2015	mobile	159936	1
United Kingdom	826	1	garnier.co.uk	5	2016	mobile	116953	1
United Kingdom	826	1	garnier.co.uk	5	2017	mobile	204216	1
United Kingdom	826	1	garnier.co.uk	6	2015	mobile	167663	1
United Kingdom	826	1	garnier.co.uk	6	2016	mobile	146814	1
United Kingdom	826	1	garnier.co.uk	7	2015	mobile	287285	1
United Kingdom	826	1	garnier.co.uk	7	2016	mobile	234589	1
United Kingdom	826	1	garnier.co.uk	8	2015	mobile	143771	1
United Kingdom	826	1	garnier.co.uk	8	2016	mobile	251937	1
United Kingdom	826	1	garnier.co.uk	9	2015	mobile	103749	1
United Kingdom	826	1	garnier.co.uk	9	2016	mobile	134869	1
United Kingdom	826	1	garnier.co.uk	10	2015	mobile	73838	0
United Kingdom	826	1	garnier.co.uk	10	2016	mobile	127155	1
United Kingdom	826	1	garnier.co.uk	11	2015	mobile	66872	0
United Kingdom	826	1	garnier.co.uk	11	2016	mobile	98269	0
United Kingdom	826	1	garnier.co.uk	12	2015	mobile	79363	0
United Kingdom	826	1	garnier.co.uk	12	2016	mobile	88793	0
United Kingdom	826	1	kerastase.co.uk	1	2017	mobile	29580	0
United Kingdom	826	1	kerastase.co.uk	2	2017	mobile	22592	0
United Kingdom	826	1	kerastase.co.uk	3	2017	mobile	25665	0
United Kingdom	826	1	kerastase.co.uk	4	2017	mobile	24391	0
United Kingdom	826	1	kerastase.co.uk	5	2015	mobile	24007	0
United Kingdom	826	1	kerastase.co.uk	5	2017	mobile	31615	0
United Kingdom	826	1	kerastase.co.uk	6	2015	mobile	27448	0
United Kingdom	826	1	kerastase.co.uk	7	2015	mobile	33457	0
United Kingdom	826	1	kerastase.co.uk	8	2015	mobile	35397	0
United Kingdom	826	1	kerastase.co.uk	9	2015	mobile	27976	0
United Kingdom	826	1	kerastase.co.uk	10	2015	mobile	29215	0
United Kingdom	826	1	kerastase.co.uk	11	2015	mobile	36825	0
United Kingdom	826	1	kerastase.co.uk	12	2015	mobile	34281	0
United Kingdom	826	1	kiehls.co.uk	1	2017	mobile	155518	1
United Kingdom	826	1	kiehls.co.uk	2	2017	mobile	112649	1
United Kingdom	826	1	kiehls.co.uk	3	2017	mobile	136849	1
United Kingdom	826	1	kiehls.co.uk	4	2017	mobile	126124	1
United Kingdom	826	1	kiehls.co.uk	5	2015	mobile	90828	0
United Kingdom	826	1	kiehls.co.uk	5	2017	mobile	96155	0
United Kingdom	826	1	kiehls.co.uk	6	2015	mobile	73745	0
United Kingdom	826	1	kiehls.co.uk	7	2015	mobile	68880	0
United Kingdom	826	1	kiehls.co.uk	8	2015	mobile	68622	0
United Kingdom	826	1	kiehls.co.uk	9	2015	mobile	69582	0
United Kingdom	826	1	kiehls.co.uk	10	2015	mobile	50729	0
United Kingdom	826	1	kiehls.co.uk	11	2015	mobile	137726	1
United Kingdom	826	1	kiehls.co.uk	12	2015	mobile	127353	1
United Kingdom	826	1	lancome.co.uk	1	2017	mobile	151012	1
United Kingdom	826	1	lancome.co.uk	2	2017	mobile	169161	1
United Kingdom	826	1	lancome.co.uk	3	2017	mobile	186006	1
United Kingdom	826	1	lancome.co.uk	4	2017	mobile	132694	1
United Kingdom	826	1	lancome.co.uk	5	2017	mobile	108466	1
United Kingdom	826	1	loreal-paris.co.uk	1	2017	mobile	419477	1
United Kingdom	826	1	loreal-paris.co.uk	2	2017	mobile	424586	1
United Kingdom	826	1	loreal-paris.co.uk	3	2017	mobile	518941	1
United Kingdom	826	1	loreal-paris.co.uk	4	2017	mobile	372893	1
United Kingdom	826	1	loreal-paris.co.uk	5	2017	mobile	316106	1
United Kingdom	826	1	lorealprofessionnel.co.uk	1	2017	mobile	94227	0
United Kingdom	826	1	lorealprofessionnel.co.uk	2	2017	mobile	98775	0
United Kingdom	826	1	lorealprofessionnel.co.uk	3	2017	mobile	119500	1
United Kingdom	826	1	lorealprofessionnel.co.uk	4	2017	mobile	121361	1
United Kingdom	826	1	lorealprofessionnel.co.uk	5	2017	mobile	120084	1
