monthlysourcecountrydis.site	monthlysourcecountrydis.country	monthlysourcecountrydis.source	monthlysourcecountrydis.visits	monthlysourcecountrydis.monthly_uniques	monthlysourcecountrydis.sum_dau	monthlysourcecountrydis.year	monthlysourcecountrydis.month
apply.swissquote.com	498	1586	1	1	1	17	1
apply.swissquote.com	688	123017	1	1	1	17	1
en.swissquote.com	84012	1940	1	1	1	17	1
tw.swissquote.com	158	1577	4	4	4	17	2
tw.swissquote.com	158	1739	1	1	1	17	2
files.swissquote.com	804	1240	1	1	1	17	3
en.swissquote.com	756	1940	8	3	7	17	4
ru.swissquote.com	643	1587	1	1	1	17	4
de.swissquote.com	756	1240	18	11	17	17	1
cn.swissquote.com	156	1661	7	6	7	17	2
en.swissquote.com	344	1586	1	1	1	17	2
fr.swissquote.com	226	1587	2	1	1	17	2
fr.swissquote.com	826	1587	1	1	1	17	2
livechat2.swissquote.com	682	1587	1	1	1	17	2
en.swissquote.com	360	1822	1	1	1	17	2
de.swissquote.com	643	1586	1	1	1	17	2
en.swissquote.com	380	1240	1	1	1	17	2
en.swissquote.com	84045	123017	1	1	1	17	2
en.swissquote.com	826	13017	1	1	1	17	3
files.swissquote.com	804	123017	1	1	1	17	3
en.swissquote.com	703	1560	1	1	1	17	4
livechat2.swissquote.com	356	1587	1	1	1	17	1
en.swissquote.com	84026	1240	1	1	1	17	1
fr.swissquote.com	504	123017	1	1	1	17	2
apply.swissquote.com	196	1560	1	1	1	17	3
en.swissquote.com	591	1940	2	1	2	17	3
fr.swissquote.com	756	1822	1	1	1	17	3
es.swissquote.com	724	1577	1	1	1	17	3
ru.swissquote.com	31	1586	1	1	1	17	3
tw.swissquote.com	158	1822	1	1	1	17	3
ar.swissquote.com	682	1240	2	2	2	17	4
en.swissquote.com	276	1940	2	1	2	17	4
fr.swissquote.com	756	1242	1	1	1	17	4
en.swissquote.com	840	1240	2	2	2	17	2
livechat2.swissquote.com	380	1940	3	1	2	17	2
demo.swissquote.com	756	1201	2	2	2	17	2
ar.swissquote.com	840	1587	1	1	1	17	3
en.swissquote.com	112	1550	1	1	1	17	3
de.swissquote.com	807	1576	1	1	1	17	1
en.swissquote.com	208	1241	1	1	1	17	1
ru.swissquote.com	398	1814	1	1	1	17	1
ru.swissquote.com	860	123017	7	1	7	17	1
ru.swissquote.com	643	1586	31	19	27	17	1
en.swissquote.com	792	1560	1	1	1	17	1
files.swissquote.com	124	1241	1	1	1	17	1
en.swissquote.com	724	1560	2	1	2	17	2
forms.swissquote.com	792	1560	1	1	1	17	2
ar.swissquote.com	818	1587	2	2	2	17	2
en.swissquote.com	756	1586	3	2	3	17	3
es.swissquote.com	724	1550	1	1	1	17	3
tw.swissquote.com	158	1751	1	1	1	17	3
en.swissquote.com	422	1560	1	1	1	17	4
en.swissquote.com	458	1586	1	1	1	17	4
fr.swissquote.com	840	1550	1	1	1	17	4
it.swissquote.com	84026	1586	1	1	1	17	4
apply.swissquote.com	804	1587	2	2	2	17	1
ar.swissquote.com	792	123017	4	1	4	17	1
en.swissquote.com	458	1586	1	1	1	17	1
apply.swissquote.com	608	1940	1	1	1	17	2
ar.swissquote.com	682	1550	1	1	1	17	2
demo.swissquote.com	756	1242	1	1	1	17	2
ru.swissquote.com	398	1240	1	1	1	17	2
sqore.swissquote.com	756	1560	4	1	3	17	2
apply.swissquote.com	818	1576	1	1	1	17	3
en.swissquote.com	724	1576	1	1	1	17	4
en.swissquote.com	84025	1586	1	1	1	17	1
apply.swissquote.com	643	1244	1	1	1	17	3
apply.swissquote.com	818	13017	1	1	1	17	3
demo-advancedtrader.swissquote.com	643	1244	1	1	1	17	3
apply.swissquote.com	643	1841	1	1	1	17	4
de.swissquote.com	756	1940	8	2	5	17	4
en.swissquote.com	756	1577	2	2	2	17	4
ru.swissquote.com	554	1586	1	1	1	17	4
ar.swissquote.com	818	13017	1	1	1	17	2
de.swissquote.com	756	170	2	1	1	17	2
en.swissquote.com	756	18900	1	1	1	17	2
apply.swissquote.com	643	13017	1	1	1	17	2
ar.swissquote.com	818	123017	1	1	1	17	2
cn.swissquote.com	156	123017	1	1	1	17	2
en.swissquote.com	484	1586	1	1	1	17	2
en.swissquote.com	682	123017	2	1	1	17	2
en.swissquote.com	724	13017	2	2	2	17	2
fr.swissquote.com	250	1822	1	1	1	17	2
apply.swissquote.com	203	1940	1	1	1	17	3
demo-advancedtrader.swissquote.com	682	1240	1	1	1	17	3
files.swissquote.com	304	1940	1	1	1	17	3
swissquote.com	756	1822	1	1	1	17	3
tw.swissquote.com	158	123017	4	4	4	17	3
ar.swissquote.com	12	1576	1	1	1	17	4
fr.swissquote.com	724	1560	1	1	1	17	4
livechat2.swissquote.com	380	1560	2	1	1	17	4
ru.swissquote.com	643	1586	19	17	19	17	4
sqore.swissquote.com	643	1814	25	1	11	17	4
fr.swissquote.com	756	1560	16	3	12	17	2
apply.swissquote.com	504	1560	1	1	1	17	2
demo-advancedtrader.swissquote.com	756	1240	1	1	1	17	3
fr.swissquote.com	384	1240	2	1	1	17	3
en.swissquote.com	170	13017	1	1	1	17	3
ru.swissquote.com	398	1243	2	1	2	17	3
apply.swissquote.com	504	1560	1	1	1	17	4
en.swissquote.com	724	1242	1	1	1	17	4
en.swissquote.com	784	1576	3	1	2	17	4
apply.swissquote.com	804	13017	1	1	1	17	1
de.swissquote.com	156	1808	1	1	1	17	1
de.swissquote.com	756	1808	2	2	2	17	1
en.swissquote.com	643	123017	15	2	10	17	1
en.swissquote.com	756	1822	1	1	1	17	1
apply.swissquote.com	682	123017	1	1	1	17	1
en.swissquote.com	484	1822	2	1	2	17	1
files.swissquote.com	756	1576	1	1	1	17	1
fr.swissquote.com	756	1201	3	1	3	17	1
files.swissquote.com	724	1578	4	1	4	17	1
files.swissquote.com	756	1240	2	2	2	17	1
it.swissquote.com	380	1576	1	1	1	17	1
static.swissquote.com	84031	1240	1	1	1	17	3
livechat2.swissquote.com	643	1586	1	1	1	17	4
ru.swissquote.com	398	1814	3	3	3	17	4
ru.swissquote.com	860	123017	11	1	9	17	4
tw.swissquote.com	643	1244	2	2	2	17	4
en.swissquote.com	36	1739	1	1	1	17	4
en.swissquote.com	724	1940	2	2	2	17	4
en.swissquote.com	840	1940	1	1	1	17	1
fr.swissquote.com	380	1576	1	1	1	17	1
it.swissquote.com	380	13020	1	1	1	17	1
en.swissquote.com	84033	1550	1	1	1	17	1
ar.swissquote.com	682	1576	3	2	3	17	2
livechat2.swissquote.com	643	1244	1	1	1	17	2
ru.swissquote.com	643	1243	1	1	1	17	2
de.swissquote.com	756	13022	2	1	1	17	2
en.swissquote.com	300	123017	12	1	7	17	2
en.swissquote.com	380	1940	4	1	4	17	2
ru.swissquote.com	804	1560	1	1	1	17	2
es.swissquote.com	68	199992	1	1	1	17	1
ru.swissquote.com	643	1576	1	1	1	17	1
en.swissquote.com	643	123017	20	3	16	17	3
en.swissquote.com	756	1822	1	1	1	17	3
en.swissquote.com	276	1586	4	2	4	17	3
en.swissquote.com	804	1814	1	1	1	17	3
ru.swissquote.com	804	123017	3	2	2	17	3
ru.swissquote.com	804	1577	1	1	1	17	3
swissquote.com	643	1814	1	1	1	17	3
en.swissquote.com	360	1940	1	1	1	17	3
en.swissquote.com	682	1586	1	1	1	17	3
files.swissquote.com	380	1940	5	1	5	17	3
apply.swissquote.com	682	123017	2	1	2	17	4
es.swissquote.com	604	123017	1	1	1	17	4
files.swissquote.com	756	1576	2	1	2	17	4
fr.swissquote.com	756	1201	8	1	7	17	4
livechat2.swissquote.com	682	123017	1	1	1	17	4
advancedtrader.swissquote.com	643	1814	1	1	1	17	2
demo-wt.swissquote.com	804	1586	1	1	1	17	2
ar.swissquote.com	792	123017	11	1	6	17	3
de.swissquote.com	36	1845	1	1	1	17	3
files.swissquote.com	756	1940	1	1	1	17	3
de.swissquote.com	756	1241	3	3	3	17	4
apply.swissquote.com	12	1240	1	1	1	17	4
ru.swissquote.com	398	1244	2	2	2	17	1
en.swissquote.com	792	1940	1	1	1	17	2
ar.swissquote.com	682	1240	4	3	4	17	3
ru.swissquote.com	417	123017	1	1	1	17	3
en.swissquote.com	826	1576	1	1	1	17	1
epb.swissquote.com	756	1240	4	1	2	17	1
ar.swissquote.com	368	1587	1	1	1	17	2
ar.swissquote.com	504	1576	1	1	1	17	2
en.swissquote.com	724	1550	1	1	1	17	2
en.swissquote.com	276	1244	4	1	2	17	2
en.swissquote.com	682	1576	1	1	1	17	2
ar.swissquote.com	682	1560	4	1	3	17	3
de.swissquote.com	250	1560	1	1	1	17	3
de.swissquote.com	643	1244	1	1	1	17	3
demo-wt.swissquote.com	360	1940	1	1	1	17	3
files.swissquote.com	643	1240	1	1	1	17	3
livechat2.swissquote.com	643	1841	1	1	1	17	3
ru.swissquote.com	112	1586	1	1	1	17	3
demo-wt.swissquote.com	724	12	1	1	1	17	1
en.swissquote.com	414	1587	1	1	1	17	1
demo-wt.swissquote.com	756	1242	1	1	1	17	1
apply.swissquote.com	156	1661	1	1	1	17	3
apply.swissquote.com	818	1586	1	1	1	17	3
de.swissquote.com	756	123017	2	2	2	17	3
swissquote.com	643	1841	1	1	1	17	3
de.swissquote.com	84032	1240	1	1	1	17	4
apply.swissquote.com	643	1587	3	3	3	17	1
en.swissquote.com	724	1587	1	1	1	17	1
epb.swissquote.com	300	1822	4	1	1	17	3
en.swissquote.com	756	1240	2	2	2	17	4
advancedtrader.swissquote.com	682	1576	1	1	1	17	1
account.swissquote.com	608	1587	1	1	1	17	1
en.swissquote.com	218	1940	1	1	1	17	1
livechat2.swissquote.com	100	1240	1	1	1	17	1
en.swissquote.com	112	1586	1	1	1	17	2
en.swissquote.com	840	1201	1	1	1	17	2
apply.swissquote.com	804	1586	2	2	2	17	3
en.swissquote.com	643	1841	5	5	5	17	3
ar.swissquote.com	682	1586	2	2	2	17	1
en.swissquote.com	528	1577	1	1	1	17	1
fr.swissquote.com	756	1576	7	3	7	17	1
livechat2.swissquote.com	276	1587	2	2	2	17	1
ru.swissquote.com	804	1201	1	1	1	17	1
ru.swissquote.com	804	1814	4	3	3	17	1
ar.swissquote.com	504	1587	1	1	1	17	1
en.swissquote.com	360	1587	4	4	4	17	1
apply.swissquote.com	705	1560	1	1	1	17	3
en.swissquote.com	156	1661	1	1	1	17	4
en.swissquote.com	218	1586	1	1	1	17	4
en.swissquote.com	616	123017	1	1	1	17	4
en.swissquote.com	818	1586	2	2	2	17	4
apply.swissquote.com	360	1587	2	2	2	17	1
en.swissquote.com	643	12	1	1	1	17	1
tw.swissquote.com	158	1577	1	1	1	17	1
en.swissquote.com	156	1661	2	2	2	17	3
en.swissquote.com	218	1586	4	1	2	17	3
en.swissquote.com	818	1586	2	2	2	17	3
en.swissquote.com	616	1560	1	1	1	17	4
fr.swissquote.com	756	1240	4	4	4	17	4
cn.swissquote.com	702	1560	2	1	2	17	4
en.swissquote.com	428	1560	1	1	1	17	4
de.swissquote.com	724	1560	1	1	1	17	4
files.swissquote.com	804	1241	1	1	1	17	4
ru.swissquote.com	804	1841	3	3	3	17	4
en.swissquote.com	804	1841	1	1	1	17	1
files.swissquote.com	276	170	1	1	1	17	1
apply.swissquote.com	376	1560	1	1	1	17	1
livechat2.swissquote.com	804	1586	2	2	2	17	1
tw.swissquote.com	158	1822	1	1	1	17	1
en.swissquote.com	364	1241	1	1	1	17	2
en.swissquote.com	756	13002	1	1	1	17	2
livechat2.swissquote.com	826	1587	1	1	1	17	2
de.swissquote.com	276	1586	1	1	1	17	3
en.swissquote.com	376	1586	1	1	1	17	3
fr.swissquote.com	480	1240	1	1	1	17	3
apply.swissquote.com	682	1586	2	1	2	17	4
de.swissquote.com	124	1240	1	1	1	17	4
apply.swissquote.com	724	13017	1	1	1	17	2
demo-advancedtrader.swissquote.com	792	1586	1	1	1	17	2
en.swissquote.com	76	1822	1	1	1	17	2
en.swissquote.com	792	1587	11	2	5	17	2
files.swissquote.com	348	1576	1	1	1	17	2
apply.swissquote.com	643	1814	3	3	3	17	2
files.swissquote.com	643	1587	8	4	8	17	2
fr.swissquote.com	478	1587	1	1	1	17	2
en.swissquote.com	826	1560	1	1	1	17	3
forms.swissquote.com	643	1240	1	1	1	17	4
mailing.swissquote.com	826	1560	1	1	1	17	4
apply.swissquote.com	818	1587	2	2	2	17	1
en.swissquote.com	36	1560	4	2	4	17	1
fr.swissquote.com	756	12	2	1	2	17	1
ru.swissquote.com	643	1586	39	23	31	17	3
sqore.swissquote.com	643	1244	7	1	4	17	3
apply.swissquote.com	792	1560	1	1	1	17	3
ru.swissquote.com	804	1244	1	1	1	17	3
wt.swissquote.com	756	13010	8	1	5	17	3
en.swissquote.com	458	1240	1	1	1	17	1
ar.swissquote.com	12	1576	1	1	1	17	2
ar.swissquote.com	276	1587	1	1	1	17	2
ru.swissquote.com	643	1586	38	28	35	17	2
en.swissquote.com	84031	1576	1	1	1	17	2
demo.swissquote.com	756	1576	1	1	1	17	3
es.swissquote.com	356	1560	1	1	1	17	3
es.swissquote.com	756	1560	1	1	1	17	3
ar.swissquote.com	434	1586	1	1	1	17	1
en.swissquote.com	688	123017	1	1	1	17	1
es.swissquote.com	380	1240	1	1	1	17	1
de.swissquote.com	764	1586	1	1	1	17	2
en.swissquote.com	616	1560	1	1	1	17	2
fr.swissquote.com	756	1240	10	6	9	17	2
ru.swissquote.com	417	1587	2	1	1	17	2
apply.swissquote.com	250	1587	1	1	1	17	1
de.swissquote.com	643	1587	1	1	1	17	1
en.swissquote.com	380	1241	1	1	1	17	1
en.swissquote.com	100	1560	2	1	2	17	2
files.swissquote.com	356	1586	3	1	2	17	2
ru.swissquote.com	643	1240	16	9	13	17	4
en.swissquote.com	840	1586	2	2	2	17	1
files.swissquote.com	417	1244	2	1	2	17	1
files.swissquote.com	643	1586	6	1	6	17	1
en.swissquote.com	158	1560	1	1	1	17	2
en.swissquote.com	643	1240	1	1	1	17	2
en.swissquote.com	724	1243	1	1	1	17	2
en.swissquote.com	792	123017	3	3	3	17	2
livechat2.swissquote.com	756	13010	1	1	1	17	2
fr.swissquote.com	84031	1243	1	1	1	17	2
apply.swissquote.com	792	123017	3	1	2	17	1
ar.swissquote.com	276	1240	1	1	1	17	1
cn.swissquote.com	156	1808	2	2	2	17	1
en.swissquote.com	710	1587	1	1	1	17	1
livechat2.swissquote.com	643	1240	1	1	1	17	1
livechat2.swissquote.com	792	123017	1	1	1	17	1
apply.swissquote.com	804	1560	1	1	1	17	3
es.swissquote.com	484	18900	1	1	1	17	3
ru.swissquote.com	643	1245	2	2	2	17	3
files.swissquote.com	380	1739	9	1	9	17	3
livechat2.swissquote.com	792	1822	1	1	1	17	3
files.swissquote.com	100	1822	3	1	2	17	3
en.swissquote.com	84026	1841	1	1	1	17	4
fr.swissquote.com	84026	1822	1	1	1	17	4
ar.swissquote.com	504	1576	1	1	1	17	3
files.swissquote.com	380	1576	17	1	10	17	3
ar.swissquote.com	682	1586	8	2	7	17	4
en.swissquote.com	702	1560	2	2	2	17	4
fr.swissquote.com	756	1576	4	3	4	17	4
livechat2.swissquote.com	12	1576	1	1	1	17	4
ru.swissquote.com	804	1814	1	1	1	17	4
en.swissquote.com	203	1940	1	1	1	17	4
secure.swissquote.com	380	1240	1	1	1	17	4
en.swissquote.com	276	1576	1	1	1	17	1
ru.swissquote.com	100	1240	1	1	1	17	1
de.swissquote.com	756	1577	2	2	2	17	2
de.swissquote.com	756	1739	4	2	4	17	2
en.swissquote.com	818	1560	1	1	1	17	2
livechat2.swissquote.com	792	1587	1	1	1	17	2
apply.swissquote.com	643	1244	2	2	2	17	1
en.swissquote.com	8409	1240	1	1	1	17	2
files.swissquote.com	860	123017	18	1	15	17	3
en.swissquote.com	250	1240	1	1	1	17	4
it.swissquote.com	380	1240	2	2	2	17	4
files.swissquote.com	112	1586	17	1	15	17	1
en.swissquote.com	804	1940	1	1	1	17	1
apply.swissquote.com	643	1814	7	6	7	17	1
apply.swissquote.com	764	1240	1	1	1	17	1
files.swissquote.com	643	1587	2	1	2	17	1
en.swissquote.com	348	1576	1	1	1	17	2
de.swissquote.com	756	1576	6	4	6	17	1
ru.swissquote.com	268	1240	1	1	1	17	1
apply.swissquote.com	792	123017	2	1	2	17	2
cn.swissquote.com	156	1808	5	5	5	17	2
en.swissquote.com	840	1244	1	1	1	17	2
es.swissquote.com	8408	1940	2	1	2	17	4
de.swissquote.com	144	1587	1	1	1	17	2
tw.swissquote.com	158	1808	1	1	1	17	2
ar.swissquote.com	756	1560	1	1	1	17	3
en.swissquote.com	792	1560	4	3	4	17	3
ar.swissquote.com	760	1240	2	1	1	17	4
es.swissquote.com	484	1241	1	1	1	17	4
en.swissquote.com	682	123017	1	1	1	17	1
en.swissquote.com	724	13017	3	1	3	17	1
apply.swissquote.com	792	1560	1	1	1	17	2
apply.swissquote.com	818	123017	1	1	1	17	2
en.swissquote.com	158	1240	1	1	1	17	2
wt.swissquote.com	756	13010	4	1	3	17	2
en.swissquote.com	643	1240	25	1	12	17	4
en.swissquote.com	792	123017	2	1	2	17	4
en.swissquote.com	756	1240	8	6	8	17	3
livechat2.swissquote.com	156	1661	2	1	1	17	3
livechat2.swissquote.com	818	1586	1	1	1	17	3
ar.swissquote.com	368	1587	1	1	1	17	1
en.swissquote.com	724	1550	1	1	1	17	1
it.swissquote.com	756	12	3	1	2	17	1
en.swissquote.com	124	1241	12	1	6	17	1
en.swissquote.com	724	1241	1	1	1	17	1
apply.swissquote.com	100	1838	1	1	1	17	2
en.swissquote.com	100	12	1	1	1	17	2
swissquote.com	250	1240	1	1	1	17	3
de.swissquote.com	756	1576	3	3	3	17	4
livechat2.swissquote.com	156	1560	1	1	1	17	4
ar.swissquote.com	818	1560	3	1	2	17	2
cn.swissquote.com	784	1586	1	1	1	17	2
en.swissquote.com	710	1586	1	1	1	17	2
swissquote.com	398	1240	1	1	1	17	2
fr.swissquote.com	250	1560	1	1	1	17	2
de.swissquote.com	756	1808	4	3	4	17	4
en.swissquote.com	643	123017	22	2	17	17	4
en.swissquote.com	756	1822	2	2	2	17	4
static.swissquote.com	756	1560	2	2	2	17	4
en.swissquote.com	752	1577	1	1	1	17	4
files.swissquote.com	380	123017	3	1	3	17	4
en.swissquote.com	756	170	1	1	1	17	4
en.swissquote.com	504	1587	1	1	1	17	1
en.swissquote.com	840	1576	1	1	1	17	1
livechat.swissquote.com	724	13017	1	1	1	17	1
de.swissquote.com	764	1560	1	1	1	17	4
apply.swissquote.com	643	1586	3	3	3	17	2
de.swissquote.com	276	13017	1	1	1	17	2
en.swissquote.com	764	1560	1	1	1	17	2
en.swissquote.com	800	1586	1	1	1	17	2
fr.swissquote.com	504	1240	1	1	1	17	2
en.swissquote.com	724	12	1	1	1	17	1
files.swissquote.com	643	1814	7	2	6	17	1
de.swissquote.com	276	1246	2	1	2	17	2
es.swissquote.com	724	1243	1	1	1	17	2
ru.swissquote.com	417	1244	1	1	1	17	2
en.swissquote.com	818	1550	1	1	1	17	3
advancedtrader.swissquote.com	643	1841	1	1	1	17	3
files.swissquote.com	643	1244	20	1	17	17	3
ru.swissquote.com	804	1586	14	9	11	17	3
it.swissquote.com	380	1550	1	1	1	17	4
ar.swissquote.com	422	1586	1	1	1	17	3
en.swissquote.com	276	123017	2	1	1	17	3
en.swissquote.com	442	1560	1	1	1	17	3
en.swissquote.com	756	1940	10	4	8	17	3
ru.swissquote.com	643	1587	5	2	5	17	3
files.swissquote.com	100	1822	3	1	3	17	4
en.swissquote.com	356	1940	1	1	1	17	2
en.swissquote.com	442	1560	3	1	1	17	2
en.swissquote.com	756	1940	7	4	7	17	2
ru.swissquote.com	643	1587	29	21	26	17	2
en.swissquote.com	643	13017	3	2	2	17	2
ar.swissquote.com	784	1586	1	1	1	17	3
en.swissquote.com	604	1560	2	1	2	17	3
en.swissquote.com	804	1560	3	3	3	17	3
tw.swissquote.com	158	1560	2	1	2	17	3
de.swissquote.com	756	1560	1	1	1	17	1
en.swissquote.com	756	1241	8	3	8	17	1
en.swissquote.com	608	1940	3	1	2	17	2
en.swissquote.com	703	13017	1	1	1	17	3
it.swissquote.com	756	1576	1	1	1	17	3
static.swissquote.com	756	1560	5	1	4	17	3
en.swissquote.com	356	1587	4	1	4	17	1
en.swissquote.com	756	1587	8	4	6	17	1
en.swissquote.com	8404	13017	1	1	1	17	1
en.swissquote.com	756	1808	1	1	1	17	1
en.swissquote.com	784	1587	3	3	3	17	1
apply.swissquote.com	643	1240	1	1	1	17	2
fr.swissquote.com	250	1847	17	1	17	17	2
fr.swissquote.com	84031	1240	1	1	1	17	3
en.swissquote.com	702	1560	1	1	1	17	2
en.swissquote.com	826	13020	1	1	1	17	2
fr.swissquote.com	756	1576	11	5	9	17	2
ru.swissquote.com	276	1586	2	1	2	17	2
ru.swissquote.com	804	1814	1	1	1	17	2
de.swissquote.com	756	1242	7	4	5	17	2
en.swissquote.com	705	1560	2	1	2	17	2
es.swissquote.com	32	13026	1	1	1	17	2
forms.swissquote.com	458	1240	1	1	1	17	2
en.swissquote.com	156	1822	1	1	1	17	2
en.swissquote.com	643	123017	25	2	20	17	2
de.swissquote.com	384	1240	1	1	1	17	3
it.swissquote.com	380	1587	1	1	1	17	3
de.swissquote.com	756	1560	2	1	2	17	4
en.swissquote.com	756	1241	1	1	1	17	4
es.swissquote.com	170	1240	1	1	1	17	4
files.swissquote.com	203	13017	1	1	1	17	1
en.swissquote.com	372	1560	1	1	1	17	3
ru.swissquote.com	398	1814	1	1	1	17	3
ru.swissquote.com	860	123017	25	1	17	17	3
en.swissquote.com	784	1940	2	1	2	17	3
en.swissquote.com	8406	1576	2	1	2	17	4
en.swissquote.com	398	1240	2	1	1	17	1
en.swissquote.com	250	1587	1	1	1	17	4
files.swissquote.com	643	1586	1	1	1	17	4
fr.swissquote.com	756	1940	2	2	2	17	4
it.swissquote.com	380	1587	1	1	1	17	4
en.swissquote.com	356	1560	1	1	1	17	3
en.swissquote.com	756	1560	64	6	26	17	3
apply.swissquote.com	643	1814	6	6	6	17	4
ar.swissquote.com	504	1560	1	1	1	17	4
de.swissquote.com	756	12	2	1	2	17	1
secureforms.swissquote.com	643	1587	1	1	1	17	1
en.swissquote.com	818	1550	1	1	1	17	1
en.swissquote.com	36	1586	1	1	1	17	4
en.swissquote.com	826	1577	1	1	1	17	4
de.staging.swissquote.com	756	1560	1	1	1	17	3
en.swissquote.com	376	1560	14	5	14	17	4
fr.swissquote.com	756	1560	1	1	1	17	4
files.swissquote.com	8406	1576	1	1	1	17	4
apply.swissquote.com	643	123017	1	1	1	17	2
apply.swissquote.com	756	1242	1	1	1	17	2
apply.swissquote.com	860	1245	1	1	1	17	4
files.swissquote.com	826	1240	1	1	1	17	4
de.swissquote.com	756	1242	5	4	4	17	1
ru.swissquote.com	643	1560	1	1	1	17	1
en.swissquote.com	360	13017	4	1	1	17	4
es.swissquote.com	724	1576	3	1	1	17	4
tw.swissquote.com	158	1821	1	1	1	17	4
en.swissquote.com	233	1560	1	1	1	17	2
en.swissquote.com	380	1822	3	2	3	17	2
en.swissquote.com	528	1560	1	1	1	17	4
en.swissquote.com	100	13017	1	1	1	17	2
en.swissquote.com	417	1244	1	1	1	17	2
ru.swissquote.com	398	1586	1	1	1	17	2
en.swissquote.com	300	1822	2	2	2	17	4
apply.swissquote.com	643	1841	7	1	4	17	3
de.swissquote.com	756	1940	7	5	7	17	3
en.swissquote.com	756	1577	2	2	2	17	3
en.swissquote.com	682	1240	1	1	1	17	4
files.swissquote.com	756	1242	1	1	1	17	4
en.swissquote.com	380	1240	2	1	2	17	4
files.swissquote.com	400	1240	1	1	1	17	4
de.swissquote.com	764	1242	3	1	3	17	3
en.swissquote.com	398	1240	1	1	1	17	3
apply.swissquote.com	156	1661	1	1	1	17	4
apply.swissquote.com	818	1586	1	1	1	17	4
es.swissquote.com	380	13017	12	1	6	17	4
en.swissquote.com	84026	1822	1	1	1	17	2
apply.swissquote.com	392	123017	1	1	1	17	3
apply.swissquote.com	792	123017	13	1	6	17	3
cn.swissquote.com	156	1808	3	2	3	17	3
static.swissquote.com	376	1560	3	1	2	17	3
en.swissquote.com	826	1586	1	1	1	17	3
fr.swissquote.com	792	1822	1	1	1	17	3
es.swissquote.com	724	1560	2	1	2	17	4
files.swissquote.com	702	1576	1	1	1	17	4
ru.swissquote.com	398	1240	1	1	1	17	3
sqore.swissquote.com	756	1560	1	1	1	17	3
en.swissquote.com	84036	1586	1	1	1	17	2
epb.swissquote.com	300	1822	2	1	1	17	4
wt.swissquote.com	705	1560	1	1	1	17	4
en.swissquote.com	616	1808	1	1	1	17	4
ru.swissquote.com	804	1240	2	2	2	17	4
en.swissquote.com	360	1586	1	1	1	17	1
en.swissquote.com	788	1560	2	1	2	17	3
en.swissquote.com	818	1241	1	1	1	17	3
en.swissquote.com	756	13017	1	1	1	17	4
demo.swissquote.com	756	1560	1	1	1	17	4
en.swissquote.com	32	1739	1	1	1	17	2
en.swissquote.com	642	1586	1	1	1	17	2
en.swissquote.com	840	123017	1	1	1	17	2
files.swissquote.com	860	123017	28	1	17	17	2
en.swissquote.com	682	1940	1	1	1	17	3
en.swissquote.com	804	1586	4	3	4	17	3
livechat2.swissquote.com	643	1814	1	1	1	17	3
tw.swissquote.com	158	1586	1	1	1	17	3
ru.swissquote.com	643	1240	7	6	7	17	3
en.swissquote.com	428	1560	1	1	1	17	3
advancedtrader.swissquote.com	756	13010	1	1	1	17	3
en.swissquote.com	76	1739	1	1	1	17	3
en.swissquote.com	196	1838	1	1	1	17	3
en.swissquote.com	250	1560	1	1	1	17	3
en.swissquote.com	484	123017	3	1	3	17	3
en.swissquote.com	643	1244	18	4	14	17	3
sqore.swissquote.com	643	1240	23	1	10	17	4
en.swissquote.com	158	1241	1	1	1	17	4
en.swissquote.com	246	1560	1	1	1	17	4
en.swissquote.com	682	1586	7	2	7	17	4
files.swissquote.com	380	1940	4	1	4	17	4
it.swissquote.com	84026	13020	1	1	1	17	1
ru.swissquote.com	84029	1814	1	1	1	17	3
ar.swissquote.com	8405	1240	1	1	1	17	3
